,chromosome,source,feature_type,start,end,score,strand,phase,attributes
1740070,NC_000007.14,Gnomon,gene,4591852,4599507,.,-,.,ID=gene-LOC124901580;Dbxref=GeneID:124901580;Name=LOC124901580;description=endogenous retrovirus group K member 6 Env polyprotein;gbkey=Gene;gene=LOC124901580;gene_biotype=protein_coding
1740095,NC_000007.14,BestRefSeq,gene,4682295,4771442,.,+,.,"ID=gene-FOXK1;Dbxref=GeneID:221937,HGNC:HGNC:23480,MIM:616302;Name=FOXK1;description=forkhead box K1;gbkey=Gene;gene=FOXK1;gene_biotype=protein_coding;gene_synonym=FOXK1L"
1740138,NC_000007.14,Gnomon,gene,4722485,4730021,.,+,.,ID=gene-LOC124901581;Dbxref=GeneID:124901581;Name=LOC124901581;description=uncharacterized LOC124901581;gbkey=Gene;gene=LOC124901581;gene_biotype=lncRNA
1740175,NC_000007.14,BestRefSeq%2CGnomon,gene,4775623,4794397,.,+,.,"ID=gene-AP5Z1;Dbxref=GeneID:9907,HGNC:HGNC:22197,MIM:613653;Name=AP5Z1;description=adaptor related protein complex 5 subunit zeta 1;gbkey=Gene;gene=AP5Z1;gene_biotype=protein_coding;gene_synonym=KIAA0415,SPG48,zeta"
1740297,NC_000007.14,BestRefSeq,gene,4788565,4788639,.,-,.,"ID=gene-MIR4656;Dbxref=GeneID:100616465,HGNC:HGNC:41749,miRBase:MI0017284;Name=MIR4656;description=microRNA 4656;gbkey=Gene;gene=MIR4656;gene_biotype=miRNA"
1740308,NC_000007.14,BestRefSeq,gene,4797055,4883716,.,-,.,"ID=gene-RADIL;Dbxref=GeneID:55698,HGNC:HGNC:22226,MIM:611491;Name=RADIL;description=Rap associating with DIL domain;gbkey=Gene;gene=RADIL;gene_biotype=protein_coding;gene_synonym=RASIP2"
1740345,NC_000007.14,BestRefSeq,gene,4837388,4837450,.,-,.,"ID=gene-SNORD165;Dbxref=GeneID:109623455,HGNC:HGNC:51879;Name=SNORD165;description=small nucleolar RNA%2C C/D box 165;gbkey=Gene;gene=SNORD165;gene_biotype=snoRNA"
1740350,NC_000007.14,BestRefSeq,gene,4857738,4862030,.,-,.,"ID=gene-PAPOLB;Dbxref=GeneID:56903,HGNC:HGNC:15970,MIM:607436;Name=PAPOLB;description=poly(A) polymerase beta;gbkey=Gene;gene=PAPOLB;gene_biotype=protein_coding;gene_synonym=PAPT,TPAP"
1740364,NC_000007.14,BestRefSeq,gene,4892245,4959187,.,-,.,"ID=gene-MMD2;Dbxref=GeneID:221938,HGNC:HGNC:30133,MIM:614581;Name=MMD2;description=monocyte to macrophage differentiation associated 2;gbkey=Gene;gene=MMD2;gene_biotype=protein_coding;gene_synonym=PAQR10"
1740450,NC_000007.14,BestRefSeq,gene,5045860,5073221,.,+,.,"ID=gene-RBAK-RBAKDN;Dbxref=GeneID:100533952,HGNC:HGNC:42971;Name=RBAK-RBAKDN;description=RBAK-RBAKDN readthrough;gbkey=Gene;gene=RBAK-RBAKDN;gene_biotype=protein_coding;gene_synonym=hRBaK,RBAK,RBAK-LOC389458,ZNF769"
1740462,NC_000007.14,BestRefSeq,gene,5045860,5069487,.,+,.,"ID=gene-RBAK;Dbxref=GeneID:57786,HGNC:HGNC:17680,MIM:608191;Name=RBAK;description=RB associated KRAB zinc finger;gbkey=Gene;gene=RBAK;gene_biotype=protein_coding;gene_synonym=ZNF769"
1740488,NC_000007.14,BestRefSeq,gene,5072060,5073223,.,+,.,"ID=gene-RBAKDN;Dbxref=GeneID:389458,HGNC:HGNC:33770;Name=RBAKDN;description=RBAK downstream neighbor;gbkey=Gene;gene=RBAKDN;gene_biotype=lncRNA"
1740517,NC_000007.14,BestRefSeq%2CGnomon,gene,5190233,5233855,.,+,.,"ID=gene-WIPI2;Dbxref=GeneID:26100,HGNC:HGNC:32225,MIM:609225;Name=WIPI2;description=WD repeat domain%2C phosphoinositide interacting 2;gbkey=Gene;gene=WIPI2;gene_biotype=protein_coding;gene_synonym=ATG18B,Atg21,CGI-50,IDDSSA,WIPI-2"
1740705,NC_000007.14,BestRefSeq,gene,5282943,5306912,.,+,.,"ID=gene-SLC29A4;Dbxref=GeneID:222962,HGNC:HGNC:23097,MIM:609149;Name=SLC29A4;description=solute carrier family 29 member 4;gbkey=Gene;gene=SLC29A4;gene_biotype=protein_coding;gene_synonym=ENT4,PMAT"
1740782,NC_000007.14,BestRefSeq%2CGnomon,gene,5306811,5423834,.,-,.,"ID=gene-TNRC18;Dbxref=GeneID:84629,HGNC:HGNC:11962,MIM:620902;Name=TNRC18;description=trinucleotide repeat containing 18;gbkey=Gene;gene=TNRC18;gene_biotype=protein_coding;gene_synonym=CAGL79,TNRC18A"
1741764,NC_000007.14,BestRefSeq,gene,5426277,5428927,.,-,.,"ID=gene-LINC02983;Dbxref=GeneID:100129484,HGNC:HGNC:56060;Name=LINC02983;description=long intergenic non-protein coding RNA 2983;gbkey=Gene;gene=LINC02983;gene_biotype=lncRNA"
1741769,NC_000007.14,BestRefSeq,gene,5428184,5429636,.,+,.,"ID=gene-LINC03073;Dbxref=GeneID:128071541,HGNC:HGNC:56651;Name=LINC03073;description=long intergenic non-protein coding RNA 3073;gbkey=Gene;gene=LINC03073;gene_biotype=lncRNA"
1741776,NC_000007.14,BestRefSeq,gene,5454425,5513809,.,-,.,"ID=gene-FBXL18;Dbxref=GeneID:80028,HGNC:HGNC:21874,MIM:609084;Name=FBXL18;description=F-box and leucine rich repeat protein 18;gbkey=Gene;gene=FBXL18;gene_biotype=protein_coding;gene_synonym=Fbl18"
1741841,NC_000007.14,cmsearch,gene,5485395,5485501,.,+,.,ID=gene-LOC124901847;Dbxref=GeneID:124901847;Name=LOC124901847;description=small nucleolar RNA U13;gbkey=Gene;gene=LOC124901847;gene_biotype=snoRNA
1741856,NC_000007.14,BestRefSeq,gene,5495819,5495917,.,-,.,"ID=gene-MIR589;Dbxref=GeneID:693174,HGNC:HGNC:32845,miRBase:MI0003599;Name=MIR589;description=microRNA 589;gbkey=Gene;gene=MIR589;gene_biotype=miRNA;gene_synonym=hsa-mir-589,mir-589,MIRN589"
1741873,NC_000007.14,BestRefSeq,gene,5513854,5525545,.,+,.,ID=gene-LOC221946;Dbxref=GeneID:221946;Name=LOC221946;description=uncharacterized LOC221946;gbkey=Gene;gene=LOC221946;gene_biotype=lncRNA
1741895,NC_000007.14,BestRefSeq,gene,5527148,5530601,.,-,.,"ID=gene-ACTB;Dbxref=GeneID:60,HGNC:HGNC:132,MIM:102630;Name=ACTB;description=actin beta;gbkey=Gene;gene=ACTB;gene_biotype=protein_coding;gene_synonym=BKRNS,BNS,BRWS1,CSMH,DDS1,PS1TP5BP1,THC8"
1741978,NC_000007.14,BestRefSeq,gene,5592816,5606655,.,+,.,"ID=gene-FSCN1;Dbxref=GeneID:6624,HGNC:HGNC:11148,MIM:602689;Name=FSCN1;description=fascin actin-bundling protein 1;gbkey=Gene;gene=FSCN1;gene_biotype=protein_coding;gene_synonym=FAN1,HSN,p55,SNL"
1742011,NC_000007.14,BestRefSeq%2CGnomon,gene,5620047,5781663,.,-,.,"ID=gene-RNF216;Dbxref=GeneID:54476,HGNC:HGNC:21698,MIM:609948;Name=RNF216;description=ring finger protein 216;gbkey=Gene;gene=RNF216;gene_biotype=protein_coding;gene_synonym=CAHH,TRIAD3,U7I1,UBCE7IP1,ZIN"
1742344,NC_000007.14,BestRefSeq,gene,5662432,5680461,.,-,.,"ID=gene-RNF216-IT1;Dbxref=GeneID:100874342,HGNC:HGNC:41463;Name=RNF216-IT1;description=RNF216 intronic transcript 1;gbkey=Gene;gene=RNF216-IT1;gene_biotype=lncRNA"
1742371,NC_000007.14,BestRefSeq,gene,5711840,5711910,.,-,.,"ID=gene-MIR6874;Dbxref=GeneID:102466203,HGNC:HGNC:50146,miRBase:MI0022721;Name=MIR6874;description=microRNA 6874;gbkey=Gene;gene=MIR6874;gene_biotype=miRNA;gene_synonym=hsa-mir-6874"
1742397,NC_000007.14,BestRefSeq%2CGnomon,gene,5859718,5886363,.,+,.,"ID=gene-OCM;Dbxref=GeneID:654231,HGNC:HGNC:8105,MIM:164795;Name=OCM;description=oncomodulin;gbkey=Gene;gene=OCM;gene_biotype=protein_coding;gene_synonym=OCM1,OM,ONCM"
1742439,NC_000007.14,BestRefSeq%2CGnomon,gene,5898733,5926550,.,+,.,"ID=gene-CCZ1;Dbxref=GeneID:51622,HGNC:HGNC:21691,MIM:620660;Name=CCZ1;description=CCZ1 homolog%2C vacuolar protein trafficking and biogenesis associated;gbkey=Gene;gene=CCZ1;gene_biotype=protein_coding;gene_synonym=C7orf28A,CCZ1A,CGI-43,H_DJ1163J12.2"
1742496,NC_000007.14,BestRefSeq%2CGnomon,gene,5926136,5970851,.,-,.,"ID=gene-RSPH10B;Dbxref=GeneID:222967,HGNC:HGNC:27362;Name=RSPH10B;description=radial spoke head 10 homolog B;gbkey=Gene;gene=RSPH10B;gene_biotype=protein_coding"
1742948,NC_000007.14,BestRefSeq%2CGnomon,gene,5970925,6009106,.,-,.,"ID=gene-PMS2;Dbxref=GeneID:5395,HGNC:HGNC:9122,MIM:600259;Name=PMS2;description=PMS1 homolog 2%2C mismatch repair system component;gbkey=Gene;gene=PMS2;gene_biotype=protein_coding;gene_synonym=HNPCC4,LYNCH4,MLH4,MMRCS4,PMS-2,PMS2CL,PMSL2"
1744677,NC_000007.14,BestRefSeq%2CGnomon,gene,6009272,6023834,.,+,.,"ID=gene-AIMP2;Dbxref=GeneID:7965,HGNC:HGNC:20609,MIM:600859;Name=AIMP2;description=aminoacyl tRNA synthetase complex interacting multifunctional protein 2;gbkey=Gene;gene=AIMP2;gene_biotype=protein_coding;gene_synonym=HLD17,JTV-1,JTV1,P38"
1744782,NC_000007.14,BestRefSeq,gene,6016877,6017011,.,+,.,"ID=gene-SNORA80D;Dbxref=GeneID:109616999,HGNC:HGNC:50435;Name=SNORA80D;description=small nucleolar RNA%2C H/ACA box 80D;gbkey=Gene;gene=SNORA80D;gene_biotype=snoRNA"
1744785,NC_000007.14,BestRefSeq%2CGnomon,gene,6022247,6059175,.,-,.,"ID=gene-EIF2AK1;Dbxref=GeneID:27102,HGNC:HGNC:24921,MIM:613635;Name=EIF2AK1;description=eukaryotic translation initiation factor 2 alpha kinase 1;gbkey=Gene;gene=EIF2AK1;gene_biotype=protein_coding;gene_synonym=HCR,hHRI,HRI,LEMSPAD"
1744873,NC_000007.14,BestRefSeq,gene,6031376,6036552,.,+,.,"ID=gene-ANKRD61;Dbxref=GeneID:100310846,HGNC:HGNC:22467;Name=ANKRD61;description=ankyrin repeat domain 61;gbkey=Gene;gene=ANKRD61;gene_biotype=protein_coding"
1744893,NC_000007.14,BestRefSeq%2CGnomon,gene,6081241,6161564,.,+,.,"ID=gene-USP42;Dbxref=GeneID:84132,HGNC:HGNC:20068;Name=USP42;description=ubiquitin specific peptidase 42;gbkey=Gene;gene=USP42;gene_biotype=protein_coding"
1745582,NC_000007.14,BestRefSeq,gene,6161779,6272624,.,-,.,"ID=gene-CYTH3;Dbxref=GeneID:9265,HGNC:HGNC:9504,MIM:605081;Name=CYTH3;description=cytohesin 3;gbkey=Gene;gene=CYTH3;gene_biotype=protein_coding;gene_synonym=ARNO3,cytohesin-3,GRP1,PSCD3"
1745690,NC_000007.14,BestRefSeq,gene,6329411,6348967,.,-,.,"ID=gene-FAM220A;Dbxref=GeneID:84792,HGNC:HGNC:22422,MIM:616628;Name=FAM220A;description=family with sequence similarity 220 member A;exception=dicistronic gene;gbkey=Gene;gene=FAM220A;gene_biotype=protein_coding;gene_synonym=ACPIN1,C7orf70,SIPAR,SMIM10L3"
1745695,NC_000007.14,BestRefSeq,gene,6329411,6348967,.,-,.,"ID=gene-SMIM10L3;Dbxref=GeneID:122526779,HGNC:HGNC:56768;Name=SMIM10L3;description=small integral membrane protein 10 like 3;exception=dicistronic gene;gbkey=Gene;gene=SMIM10L3;gene_biotype=protein_coding;gene_synonym=C7orf70,SAGSIN1"
1745716,NC_000007.14,BestRefSeq,gene,6374527,6403967,.,+,.,"ID=gene-RAC1;Dbxref=GeneID:5879,HGNC:HGNC:9801,MIM:602048;Name=RAC1;description=Rac family small GTPase 1;gbkey=Gene;gene=RAC1;gene_biotype=protein_coding;gene_synonym=MIG5,MRD48,p21-Rac1,Rac-1,TC-25"
1745749,NC_000007.14,BestRefSeq,gene,6409129,6447954,.,-,.,"ID=gene-DAGLB;Dbxref=GeneID:221955,HGNC:HGNC:28923,MIM:614016;Name=DAGLB;description=diacylglycerol lipase beta;gbkey=Gene;gene=DAGLB;gene_biotype=protein_coding;gene_synonym=DAGLBETA,KCCR13L"
1745820,NC_000007.14,BestRefSeq,gene,6461089,6484152,.,-,.,"ID=gene-KDELR2;Dbxref=GeneID:11014,HGNC:HGNC:6305,MIM:609024;Name=KDELR2;description=KDEL endoplasmic reticulum protein retention receptor 2;gbkey=Gene;gene=KDELR2;gene_biotype=protein_coding;gene_synonym=ELP-1,ELP1,ERD2.2,OI21"
1745852,NC_000007.14,BestRefSeq%2CGnomon,gene,6496778,6551461,.,-,.,"ID=gene-GRID2IP;Dbxref=GeneID:392862,HGNC:HGNC:18464,MIM:610639;Name=GRID2IP;description=Grid2 interacting protein;gbkey=Gene;gene=GRID2IP;gene_biotype=protein_coding;gene_synonym=DELPHILIN"
1746037,NC_000007.14,Gnomon,gene,6504511,6517035,.,+,.,ID=gene-LOC101927325;Dbxref=GeneID:101927325;Name=LOC101927325;description=uncharacterized LOC101927325;gbkey=Gene;gene=LOC101927325;gene_biotype=lncRNA
1746062,NC_000007.14,BestRefSeq%2CGnomon,gene,6577454,6589374,.,+,.,"ID=gene-ZDHHC4;Dbxref=GeneID:55146,HGNC:HGNC:18471;Name=ZDHHC4;description=zinc finger DHHC-type palmitoyltransferase 4;gbkey=Gene;gene=ZDHHC4;gene_biotype=protein_coding;gene_synonym=ZNF374"
1746342,NC_000007.14,Gnomon,gene,6588923,6589904,.,-,.,ID=gene-LOC124901582;Dbxref=GeneID:124901582;Name=LOC124901582;description=uncharacterized LOC124901582;gbkey=Gene;gene=LOC124901582;gene_biotype=lncRNA
1746350,NC_000007.14,BestRefSeq%2CGnomon,gene,6590021,6608726,.,+,.,"ID=gene-INTS15;Dbxref=GeneID:79034,HGNC:HGNC:21702;Name=INTS15;description=integrator complex subunit 15;gbkey=Gene;gene=INTS15;gene_biotype=protein_coding;gene_synonym=C7orf26"
1746453,NC_000007.14,BestRefSeq%2CGnomon,gene,6615610,6624290,.,+,.,"ID=gene-ZNF853;Dbxref=GeneID:54753,HGNC:HGNC:21767;Name=ZNF853;description=zinc finger protein 853;gbkey=Gene;gene=ZNF853;gene_biotype=protein_coding"
1746488,NC_000007.14,BestRefSeq%2CGnomon,gene,6637318,6658279,.,+,.,"ID=gene-ZNF316;Dbxref=GeneID:100131017,HGNC:HGNC:13843;Name=ZNF316;description=zinc finger protein 316;gbkey=Gene;gene=ZNF316;gene_biotype=protein_coding;gene_synonym=MZF-3"
1746541,NC_000007.14,Gnomon,gene,6664398,6673222,.,+,.,ID=gene-LOC124901583;Dbxref=GeneID:124901583;Name=LOC124901583;description=uncharacterized LOC124901583;gbkey=Gene;gene=LOC124901583;gene_biotype=lncRNA
1746547,NC_000007.14,BestRefSeq,gene,6688433,6706947,.,-,.,"ID=gene-ZNF12;Dbxref=GeneID:7559,HGNC:HGNC:12902,MIM:194536;Name=ZNF12;description=zinc finger protein 12;gbkey=Gene;gene=ZNF12;gene_biotype=protein_coding;gene_synonym=GIOT-3,HZF11,KOX3,ZNF325"
1746600,NC_000007.14,BestRefSeq%2CGnomon,gene,6752100,6798765,.,+,.,"ID=gene-RSPH10B2;Dbxref=GeneID:728194,HGNC:HGNC:34385;Name=RSPH10B2;description=radial spoke head 10 homolog B2;gbkey=Gene;gene=RSPH10B2;gene_biotype=protein_coding"
1747128,NC_000007.14,BestRefSeq,gene,6798937,6826275,.,-,.,"ID=gene-CCZ1B;Dbxref=GeneID:221960,HGNC:HGNC:21717;Name=CCZ1B;description=CCZ1 homolog B%2C vacuolar protein trafficking and biogenesis associated;gbkey=Gene;gene=CCZ1B;gene_biotype=protein_coding;gene_synonym=C7orf28A,C7orf28B,CCZ1,H_NH0577018.2"
1747196,NC_000007.14,Gnomon,gene,6950450,6960048,.,-,.,ID=gene-LOC112267992;Dbxref=GeneID:112267992;Name=LOC112267992;description=uncharacterized LOC112267992;gbkey=Gene;gene=LOC112267992;gene_biotype=protein_coding
1747210,NC_000007.14,Gnomon,gene,6961845,6987583,.,-,.,ID=gene-LOC107986763;Dbxref=GeneID:107986763;Name=LOC107986763;description=uncharacterized LOC107986763;gbkey=Gene;gene=LOC107986763;gene_biotype=lncRNA
1747223,NC_000007.14,Gnomon,gene,6990241,7111275,.,+,.,ID=gene-LOC105375138;Dbxref=GeneID:105375138;Name=LOC105375138;description=uncharacterized LOC105375138;gbkey=Gene;gene=LOC105375138;gene_biotype=lncRNA
1747250,NC_000007.14,Gnomon,gene,7001528,7003188,.,-,.,ID=gene-LOC124901585;Dbxref=GeneID:124901585;Name=LOC124901585;description=uncharacterized LOC124901585;gbkey=Gene;gene=LOC124901585;gene_biotype=lncRNA
1747262,NC_000007.14,BestRefSeq,gene,7066964,7067045,.,-,.,"ID=gene-MIR3683;Dbxref=GeneID:100500886,HGNC:HGNC:38999,miRBase:MI0016084;Name=MIR3683;description=microRNA 3683;gbkey=Gene;gene=MIR3683;gene_biotype=miRNA"
1747272,NC_000007.14,Gnomon,gene,7100516,7104431,.,-,.,ID=gene-LOC124901584;Dbxref=GeneID:124901584;Name=LOC124901584;description=uncharacterized LOC124901584;gbkey=Gene;gene=LOC124901584;gene_biotype=lncRNA
1747280,NC_000007.14,BestRefSeq%2CGnomon,gene,7157377,7248616,.,+,.,"ID=gene-C1GALT1;Dbxref=GeneID:56913,HGNC:HGNC:24337,MIM:610555;Name=C1GALT1;description=core 1 synthase%2C glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1;gbkey=Gene;gene=C1GALT1;gene_biotype=protein_coding;gene_synonym=C1GALT,T-synthase"
1747436,NC_000007.14,BestRefSeq,gene,7255154,7278069,.,+,.,"ID=gene-LINC03016;Dbxref=GeneID:101927354,HGNC:HGNC:56145;Name=LINC03016;description=long intergenic non-protein coding RNA 3016;gbkey=Gene;gene=LINC03016;gene_biotype=lncRNA"
1747442,NC_000007.14,Gnomon,gene,7271404,7377412,.,+,.,ID=gene-LOC107986764;Dbxref=GeneID:107986764;Name=LOC107986764;description=uncharacterized LOC107986764;gbkey=Gene;gene=LOC107986764;gene_biotype=lncRNA
1747451,NC_000007.14,BestRefSeq%2CGnomon,gene,7338194,7543870,.,-,.,"ID=gene-COL28A1;Dbxref=GeneID:340267,HGNC:HGNC:22442,MIM:609996;Name=COL28A1;description=collagen type XXVIII alpha 1 chain;gbkey=Gene;gene=COL28A1;gene_biotype=protein_coding;gene_synonym=COL28"
1748167,NC_000007.14,BestRefSeq,gene,7550104,7566065,.,-,.,"ID=gene-MIOS-DT;Dbxref=GeneID:101927391,HGNC:HGNC:55187;Name=MIOS-DT;description=MIOS divergent transcript;gbkey=Gene;gene=MIOS-DT;gene_biotype=lncRNA"
1748180,NC_000007.14,BestRefSeq%2CGnomon,gene,7566884,7609144,.,+,.,"ID=gene-MIOS;Dbxref=GeneID:54468,HGNC:HGNC:21905,MIM:615359;Name=MIOS;description=meiosis regulator for oocyte development;gbkey=Gene;gene=MIOS;gene_biotype=protein_coding;gene_synonym=MIO,Sea4,Yulink"
1748627,NC_000007.14,BestRefSeq,gene,7636518,7718607,.,-,.,"ID=gene-RPA3;Dbxref=GeneID:6119,HGNC:HGNC:10291,MIM:179837;Name=RPA3;description=replication protein A3;gbkey=Gene;gene=RPA3;gene_biotype=protein_coding;gene_synonym=REPA3,RP-A p14"
1748649,NC_000007.14,BestRefSeq,gene,7640752,7879223,.,+,.,"ID=gene-UMAD1;Dbxref=GeneID:729852,HGNC:HGNC:48955;Name=UMAD1;description=UBAP1-MVB12-associated (UMA) domain containing 1;gbkey=Gene;gene=UMAD1;gene_biotype=protein_coding;gene_synonym=RPA3-AS1,RPA3OS"
1748683,NC_000007.14,Gnomon,gene,7796448,7796964,.,+,.,ID=gene-LOC105379719;Dbxref=GeneID:105379719;Name=LOC105379719;description=uncharacterized LOC105379719;gbkey=Gene;gene=LOC105379719;gene_biotype=lncRNA
1748695,NC_000007.14,Gnomon,gene,7870668,7923221,.,-,.,ID=gene-LOC124901586;Dbxref=GeneID:124901586;Name=LOC124901586;description=uncharacterized LOC124901586;gbkey=Gene;gene=LOC124901586;gene_biotype=lncRNA
1748714,NC_000007.14,BestRefSeq,gene,7949839,7968752,.,-,.,"ID=gene-GLCCI1-DT;Dbxref=GeneID:100505921,HGNC:HGNC:40852;Name=GLCCI1-DT;description=GLCCI1 divergent transcript;gbkey=Gene;gene=GLCCI1-DT;gene_biotype=lncRNA"
1748725,NC_000007.14,BestRefSeq,gene,7968796,8089080,.,+,.,"ID=gene-GLCCI1;Dbxref=GeneID:113263,HGNC:HGNC:18713,MIM:614283;Name=GLCCI1;description=glucocorticoid induced 1;gbkey=Gene;gene=GLCCI1;gene_biotype=protein_coding;gene_synonym=FAM117C,GCTR,GIG18,TSSN1"
1748757,NC_000007.14,Gnomon,gene,8091204,8095687,.,+,.,ID=gene-LOC105375142;Dbxref=GeneID:105375142;Name=LOC105375142;description=uncharacterized LOC105375142;gbkey=Gene;gene=LOC105375142;gene_biotype=lncRNA
1748764,NC_000007.14,BestRefSeq%2CGnomon,gene,8113184,8262555,.,-,.,"ID=gene-ICA1;Dbxref=GeneID:3382,HGNC:HGNC:5343,MIM:147625;Name=ICA1;description=islet cell autoantigen 1;gbkey=Gene;gene=ICA1;gene_biotype=protein_coding;gene_synonym=ICA69,ICAp69"
1749803,NC_000007.14,Gnomon,gene,8209800,8215651,.,+,.,ID=gene-LOC124901587;Dbxref=GeneID:124901587;Name=LOC124901587;description=uncharacterized LOC124901587;gbkey=Gene;gene=LOC124901587;gene_biotype=lncRNA
1749812,NC_000007.14,BestRefSeq,gene,8262225,8343281,.,+,.,"ID=gene-ICA1-AS1;Dbxref=GeneID:100505938,HGNC:HGNC:55606;Name=ICA1-AS1;description=ICA1 antisense RNA 1;gbkey=Gene;gene=ICA1-AS1;gene_biotype=lncRNA"
1749828,NC_000007.14,BestRefSeq,gene,8433609,8752961,.,+,.,"ID=gene-NXPH1;Dbxref=GeneID:30010,HGNC:HGNC:20693,MIM:604639;Name=NXPH1;description=neurexophilin 1;gbkey=Gene;gene=NXPH1;gene_biotype=protein_coding;gene_synonym=Nbla00697,NPH1"
1749845,NC_000007.14,Gnomon,gene,8564525,8632463,.,-,.,ID=gene-LOC105375144;Dbxref=GeneID:105375144;Name=LOC105375144;description=uncharacterized LOC105375144;gbkey=Gene;gene=LOC105375144;gene_biotype=lncRNA
1749883,NC_000007.14,BestRefSeq,gene,9621805,9769513,.,+,.,ID=gene-LOC105375148;Dbxref=GeneID:105375148;Name=LOC105375148;description=uncharacterized LOC105375148;gbkey=Gene;gene=LOC105375148;gene_biotype=lncRNA
1749913,NC_000007.14,Gnomon,gene,9639521,9667188,.,-,.,ID=gene-LOC105375145;Dbxref=GeneID:105375145;Name=LOC105375145;description=uncharacterized LOC105375145;gbkey=Gene;gene=LOC105375145;gene_biotype=lncRNA
1749921,NC_000007.14,Gnomon,gene,9757522,9929556,.,-,.,ID=gene-LOC105375147;Dbxref=GeneID:105375147;Name=LOC105375147;description=uncharacterized LOC105375147;gbkey=Gene;gene=LOC105375147;gene_biotype=lncRNA
1749929,NC_000007.14,BestRefSeq,gene,9960950,9986366,.,+,.,ID=gene-LOC105375146;Dbxref=GeneID:105375146;Name=LOC105375146;description=uncharacterized LOC105375146;gbkey=Gene;gene=LOC105375146;gene_biotype=lncRNA
1749950,NC_000007.14,Gnomon,gene,10087250,10156967,.,-,.,ID=gene-LOC105375149;Dbxref=GeneID:105375149;Name=LOC105375149;description=uncharacterized LOC105375149;gbkey=Gene;gene=LOC105375149;gene_biotype=lncRNA
1749955,NC_000007.14,Gnomon,gene,10207293,10215733,.,-,.,ID=gene-LOC105375150;Dbxref=GeneID:105375150;Name=LOC105375150;description=uncharacterized LOC105375150;gbkey=Gene;gene=LOC105375150;gene_biotype=lncRNA
1749961,NC_000007.14,cmsearch,gene,10222797,10223011,.,+,.,ID=gene-LOC124901860;Dbxref=GeneID:124901860;Name=LOC124901860;description=small nucleolar RNA U3;gbkey=Gene;gene=LOC124901860;gene_biotype=snoRNA
1749964,NC_000007.14,BestRefSeq,gene,10449820,10779944,.,-,.,ID=gene-MGC4859;Dbxref=GeneID:79150;Name=MGC4859;description=uncharacterized LOC79150;gbkey=Gene;gene=MGC4859;gene_biotype=lncRNA
1749979,NC_000007.14,Gnomon,gene,10636962,10638252,.,-,.,ID=gene-LOC124901588;Dbxref=GeneID:124901588;Name=LOC124901588;description=uncharacterized LOC124901588;gbkey=Gene;gene=LOC124901588;gene_biotype=lncRNA
1749983,NC_000007.14,Gnomon,gene,10640344,10675391,.,+,.,ID=gene-LOC107986766;Dbxref=GeneID:107986766;Name=LOC107986766;description=uncharacterized LOC107986766;gbkey=Gene;gene=LOC107986766;gene_biotype=lncRNA
1749993,NC_000007.14,Gnomon,gene,10663337,10703555,.,-,.,ID=gene-LOC124900231;Dbxref=GeneID:124900231;Name=LOC124900231;description=uncharacterized LOC124900231;gbkey=Gene;gene=LOC124900231;gene_biotype=lncRNA
1749999,NC_000007.14,BestRefSeq,gene,10702676,10707538,.,+,.,ID=gene-LOC100131472;Dbxref=GeneID:100131472;Name=LOC100131472;description=uncharacterized LOC100131472;gbkey=Gene;gene=LOC100131472;gene_biotype=lncRNA
1750009,NC_000007.14,BestRefSeq,gene,10931943,10940153,.,-,.,"ID=gene-NDUFA4;Dbxref=GeneID:4697,HGNC:HGNC:7687,MIM:603833;Name=NDUFA4;description=NDUFA4 mitochondrial complex associated;gbkey=Gene;gene=NDUFA4;gene_biotype=protein_coding;gene_synonym=CI-9k,CI-MLRQ,COXFA4,MC4DN21,MISTR1,MLRQ,MRCAF1"
1750021,NC_000007.14,Gnomon,gene,10940256,10968434,.,+,.,ID=gene-LOC107986767;Dbxref=GeneID:107986767;Name=LOC107986767;description=uncharacterized LOC107986767;gbkey=Gene;gene=LOC107986767;gene_biotype=lncRNA
1750033,NC_000007.14,BestRefSeq,gene,10973872,11169618,.,+,.,"ID=gene-PHF14;Dbxref=GeneID:9678,HGNC:HGNC:22203,MIM:619907;Name=PHF14;description=PHD finger protein 14;gbkey=Gene;gene=PHF14;gene_biotype=protein_coding"
1750160,NC_000007.14,Gnomon,gene,11334773,11341442,.,-,.,ID=gene-LOC124901590;Dbxref=GeneID:124901590;Name=LOC124901590;description=uncharacterized LOC124901590;gbkey=Gene;gene=LOC124901590;gene_biotype=lncRNA
1750165,NC_000007.14,BestRefSeq%2CGnomon,gene,11370365,11832198,.,-,.,"ID=gene-THSD7A;Dbxref=GeneID:221981,HGNC:HGNC:22207,MIM:612249;Name=THSD7A;description=thrombospondin type 1 domain containing 7A;gbkey=Gene;gene=THSD7A;gene_biotype=protein_coding"
